state,year,county_status,county_coverage_pct,county_source,district_status,district_source,notes
MICHIGAN,2000,full,1,mi,good,America Votes,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2002,full,1,mi,good,America Votes,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2004,full,1,mi,good,America Votes,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2006,full,1,mi,good,America Votes,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2008,full,1,mi,good,America Votes,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2010,full,1,mi,good,America Votes,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2012,full,1,mi,unreliable,"America Votes (unreliable, excluded)","DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2014,full,1,mi,unreliable,"America Votes (unreliable, excluded)","DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2016,full,1,MEDSL precinct,none,,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2018,full,1,MEDSL precinct,none,,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2020,full,1,MEDSL precinct,none,,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2022,full,1,MEDSL precinct,none,,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MICHIGAN,2024,full,1,MEDSL precinct,none,,"DONE 2008,2010,2012,2014 via OpenElections (github.com/openelections/openelections-data-mi) -- see 01m_house_county_michigan.R. Every year is precinct-level only (summed to county); office label is the one thing that's consistent across all 9 years checked ('U.S. House' every time). One county-name fix needed: 'GD. TRAVERSE' -> 'GRAND TRAVERSE' to match the crosswalk. 1998-2006 NOT included: the party column exists in the schema but is a genuinely empty string for every U.S. House row in those 5 years -- would need a Kentucky-style Wikipedia candidate-to-party lookup to close, not attempted yet."
MINNESOTA,1990,full,1,mn_1990,none,,
MINNESOTA,1992,full,1,mn_1992,good,America Votes,
MINNESOTA,1994,full,1,mn_1994,good,America Votes,
MINNESOTA,1996,full,1,mn_1996,good,America Votes,
MINNESOTA,1998,full,1,mn_1998,good,America Votes,
MINNESOTA,2000,full,1,mn_2000,good,America Votes,
MINNESOTA,2002,full,1,mn_2002,good,America Votes,
MINNESOTA,2004,full,1,mn_2004,good,America Votes,
MINNESOTA,2006,full,1,mn_2006,good,America Votes,
MINNESOTA,2008,full,1,mn_2008,good,America Votes,
MINNESOTA,2010,full,1,mn_2010,good,America Votes,
MINNESOTA,2012,full,1,mn,unreliable,"America Votes (unreliable, excluded)",
MINNESOTA,2014,full,1,mn,unreliable,"America Votes (unreliable, excluded)",
MINNESOTA,2016,full,1,MEDSL precinct,none,,
MINNESOTA,2018,full,1,MEDSL precinct,none,,
MINNESOTA,2020,full,1,MEDSL precinct,none,,
MINNESOTA,2022,full,1,MEDSL precinct,none,,
MINNESOTA,2024,full,1,MEDSL precinct,none,,
MISSISSIPPI,1990,full,0.988,ms_1990,none,,
MISSISSIPPI,1992,full,1,ms_1992,good,America Votes,
MISSISSIPPI,1994,none,0,,good,America Votes,
MISSISSIPPI,1996,none,0,,good,America Votes,
MISSISSIPPI,1998,full,1,ms_1998,good,America Votes,
MISSISSIPPI,2000,full,1,ms_2000,good,America Votes,
MISSISSIPPI,2002,full,1,ms_2002,good,America Votes,
MISSISSIPPI,2004,full,1,ms_2004,good,America Votes,
MISSISSIPPI,2006,full,1,ms,good,America Votes,
MISSISSIPPI,2008,full,1,ms,good,America Votes,
MISSISSIPPI,2010,full,1,ms,good,America Votes,
MISSISSIPPI,2012,full,1,ms,unreliable,"America Votes (unreliable, excluded)",
MISSISSIPPI,2014,full,1,ms,unreliable,"America Votes (unreliable, excluded)",
MISSISSIPPI,2016,full,1,MEDSL precinct,none,,
MISSISSIPPI,2018,full,1,MEDSL precinct,none,,
MISSISSIPPI,2020,full,1,MEDSL precinct,none,,
MISSISSIPPI,2022,full,1,MEDSL precinct,none,,
MISSISSIPPI,2024,full,1,MEDSL precinct,none,,
MISSOURI,1990,none,0,,none,,
MISSOURI,1992,none,0,,good,America Votes,
MISSOURI,1994,none,0,,good,America Votes,
MISSOURI,1996,none,0,,good,America Votes,
MISSOURI,1998,none,0,,good,America Votes,
MISSOURI,2000,full,0.991,mo,good,America Votes,
MISSOURI,2002,full,1,mo,good,America Votes,
MISSOURI,2004,full,1,mo,good,America Votes,
MISSOURI,2006,full,0.991,mo,good,America Votes,
MISSOURI,2008,full,0.991,mo,good,America Votes,
MISSOURI,2010,full,1,mo,good,America Votes,
MISSOURI,2012,full,1,mo,unreliable,"America Votes (unreliable, excluded)",
MISSOURI,2014,full,1,mo,unreliable,"America Votes (unreliable, excluded)",
MISSOURI,2016,full,1,MEDSL precinct,none,,
MISSOURI,2018,full,1,MEDSL precinct,none,,
MISSOURI,2020,full,1,MEDSL precinct,none,,
MISSOURI,2022,full,1,MEDSL precinct,none,,
MISSOURI,2024,full,1,MEDSL precinct,none,,
MONTANA,1990,none,0,,none,,
MONTANA,1992,none,0,,good,America Votes,
MONTANA,1994,none,0,,good,America Votes,
MONTANA,1996,none,0,,good,America Votes,
MONTANA,1998,none,0,,good,America Votes,
MONTANA,2000,full,1,mt,good,America Votes,
MONTANA,2002,full,1,mt,good,America Votes,
MONTANA,2004,full,1,mt,unreliable,America Votes (all rows flagged unreliable),
MONTANA,2006,full,1,mt,good,America Votes,
MONTANA,2008,full,1,mt,good,America Votes,
MONTANA,2010,full,1,mt,good,America Votes,
MONTANA,2012,full,1,mt,none,,
MONTANA,2014,full,1,mt,none,,
MONTANA,2016,full,1,MEDSL precinct,none,,
MONTANA,2018,full,1,MEDSL precinct,none,,
MONTANA,2020,full,1,MEDSL precinct,none,,
MONTANA,2022,none,0,,none,,
MONTANA,2024,full,1,MEDSL precinct,none,,
NEBRASKA,1990,full,1,ne_1990,good,America Votes,
NEBRASKA,1992,full,1,ne_1992,good,America Votes,
NEBRASKA,1994,full,1,ne_1994,good,America Votes,
NEBRASKA,1996,full,1,ne_1996,good,America Votes,
NEBRASKA,1998,full,1,ne_1998,good,America Votes,
NEBRASKA,2000,full,1,ne_2000,good,America Votes,
NEBRASKA,2002,full,1,ne_2002,good,America Votes,
NEBRASKA,2004,full,1,ne_2004,good,America Votes,
NEBRASKA,2006,full,1,ne_2006,good,America Votes,
NEBRASKA,2008,full,1,ne,good,America Votes,
NEBRASKA,2010,full,1,ne,good,America Votes,
NEBRASKA,2012,full,1,ne,unreliable,"America Votes (unreliable, excluded)",
NEBRASKA,2014,full,1,ne,unreliable,"America Votes (unreliable, excluded)",
NEBRASKA,2016,full,1,MEDSL precinct,none,,
NEBRASKA,2018,full,1,MEDSL precinct,none,,
NEBRASKA,2020,full,1,MEDSL precinct,none,,
NEBRASKA,2022,full,1,MEDSL precinct,none,,
NEBRASKA,2024,full,1,MEDSL precinct,none,,
NEVADA,1990,none,0,,none,,
NEVADA,1992,none,0,,good,America Votes,
NEVADA,1994,none,0,,good,America Votes,
NEVADA,1996,none,0,,good,America Votes,
NEVADA,1998,none,0,,good,America Votes,
NEVADA,2000,full,1,nv,good,America Votes,
NEVADA,2002,full,1,nv,good,America Votes,
NEVADA,2004,full,1,nv,good,America Votes,
NEVADA,2006,full,1,nv,good,America Votes,
NEVADA,2008,full,1,nv,good,America Votes,
NEVADA,2010,full,1,nv,good,America Votes,
NEVADA,2012,full,1,nv,unreliable,"America Votes (unreliable, excluded)",
NEVADA,2014,full,1,nv,unreliable,"America Votes (unreliable, excluded)",
NEVADA,2016,full,1,MEDSL precinct,none,,
NEVADA,2018,full,1,MEDSL precinct,none,,
NEVADA,2020,full,1,MEDSL precinct,none,,
NEVADA,2022,full,1,MEDSL precinct,none,,
NEVADA,2024,full,1,MEDSL precinct,none,,
NEW HAMPSHIRE,1990,none,0,,none,,
NEW HAMPSHIRE,1992,none,0,,good,America Votes,
NEW HAMPSHIRE,1994,none,0,,good,America Votes,
NEW HAMPSHIRE,1996,full,1,nh_historical,good,America Votes,
NEW HAMPSHIRE,1998,none,0,,good,America Votes,
NEW HAMPSHIRE,2000,full,1,nh_historical,good,America Votes,
NEW HAMPSHIRE,2002,none,0,,good,America Votes,
NEW HAMPSHIRE,2004,none,0,,good,America Votes,
NEW HAMPSHIRE,2006,full,1,nh_historical,good,America Votes,
NEW HAMPSHIRE,2008,none,0,,good,America Votes,
NEW HAMPSHIRE,2010,full,1,nh_historical,good,America Votes,
NEW HAMPSHIRE,2012,full,1,nh,unreliable,"America Votes (unreliable, excluded)",
NEW HAMPSHIRE,2014,full,1,nh,unreliable,"America Votes (unreliable, excluded)",
NEW HAMPSHIRE,2016,full,1,MEDSL precinct,none,,
NEW HAMPSHIRE,2018,full,1,MEDSL precinct,none,,
NEW HAMPSHIRE,2020,full,1,MEDSL precinct,none,,
NEW HAMPSHIRE,2022,full,1,MEDSL precinct,none,,
NEW HAMPSHIRE,2024,full,1,MEDSL precinct,none,,
NEW JERSEY,1990,none,0,,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,1992,none,0,,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,1994,none,0,,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,1996,none,0,,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,1998,none,0,,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2000,full,1,nj_historical,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2002,full,1,nj_historical,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2004,full,1,nj_historical,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2006,full,1,nj_historical,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2008,full,1,nj_historical,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2010,full,1,nj_historical,good,America Votes,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2012,full,1,nj,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2014,full,1,nj,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2016,full,1,MEDSL precinct,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2018,full,1,MEDSL precinct,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2020,full,1,MEDSL precinct,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2022,full,1,MEDSL precinct; nj_2022,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW JERSEY,2024,partial,0.952,MEDSL precinct,none,,"DONE 2012,2014 via OpenElections (github.com/openelections/openelections-data-nj) -- see 01n_house_county_new_jersey.R. NJ's repo only starts at 2010 (unlike most other states). 2010 NOT included: the only 'general' file that year is a special State Senate election, no regular November federal general-election file exists in the repo at all for 2010 -- a genuine gap in OpenElections' own archive. Party field is unusually noisy (NJ lets candidates register free-text ballot-line names like 'None of Them', 'Politicians are Crooks', 'D-R Party' -- checked that last one specifically since it looks like a fusion label, but it's a real minor candidate under a made-up party name, not an actual Dem-Rep fusion ticket); only 'Republican'/'Democratic' mapped to REP/DEM, everything else correctly falls into neither."
NEW MEXICO,1990,full,1,nm_1990,none,,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,1992,full,1,nm_1992,none,,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,1994,partial,0.939,nm_1994,none,,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,1996,partial,0.97,nm_1996,none,,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,1998,full,1,nm_1998,none,,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,2000,full,1,nm,none,,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,2002,full,1,nm; nm_2002,good,America Votes,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,2004,full,1,nm_2004,good,America Votes,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,2006,full,1,nm_2006,good,America Votes,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
NEW MEXICO,2008,full,1,nm,good,America Votes,"America Votes table exists in the book but wasn't matched by the parser (1992-2000 specifically); SOS site (sos.nm.gov) loads fine, not bot-blocked, just haven't located the actual results-archive subpage."
